Date/Time (AEST),Hs (m),Hmax (m),Tz (s),Tp (s),Peak Direction (degrees),SST (degrees C)
2023-01-01T17:00,2.227,3.050,7.220,10.526,87.22,25.750
2023-01-01T17:30,2.309,3.396,7.007,10.526,80.63,25.700
2023-01-01T18:00,2.134,3.235,6.761,10.000,86.34,25.700
2023-01-01T18:30,2.192,3.489,6.852,10.526,87.93,25.660
2023-01-01T19:00,2.307,3.469,7.214,11.111,93.82,25.660
2023-01-01T19:30,2.198,3.809,6.746,10.526,88.80,25.750
2023-01-01T20:00,2.072,3.301,6.589,10.526,90.65,25.700
2023-01-01T20:30,2.175,3.496,6.452,10.526,86.43,25.660
2023-01-01T21:00,2.013,3.226,6.361,10.526,87.75,25.610
2023-01-01T21:30,1.969,3.203,6.131,10.526,89.77,25.610
2023-01-01T22:00,1.960,3.442,6.014,10.000,94.96,25.560
2023-01-01T22:30,1.884,3.344,6.065,11.111,92.15,25.560
2023-01-01T23:00,1.882,3.140,6.358,11.111,89.60,25.560
2023-01-01T23:30,1.849,3.650,6.040,11.111,91.79,25.610
2023-01-02T00:00,1.913,3.510,6.236,11.111,89.24,25.610
2023-01-02T00:30,1.862,3.587,6.320,9.524,98.83,25.610
2023-01-02T01:00,1.903,2.749,6.665,11.111,84.06,25.560
2023-01-02T01:30,2.040,3.646,6.548,11.111,79.93,25.560
2023-01-02T02:00,1.943,2.945,6.715,11.111,85.38,25.520
2023-01-02T02:30,1.929,3.129,6.600,11.765,83.79,25.520
2023-01-02T03:00,1.946,3.533,6.880,11.765,93.73,25.470
2023-01-02T03:30,1.948,3.634,7.007,11.111,92.32,25.470
2023-01-02T04:00,2.066,3.406,6.770,12.500,89.33,25.470
2023-01-02T04:30,2.133,3.062,7.051,12.500,91.97,25.420
2023-01-02T05:00,2.174,4.097,7.231,11.111,78.25,25.420
2023-01-02T05:30,1.958,3.670,6.853,10.526,83.71,25.380
2023-01-02T06:00,2.267,3.688,7.021,11.111,85.38,25.380
2023-01-02T06:30,2.131,3.683,6.789,12.500,90.30,25.380
2023-01-02T07:00,2.096,3.517,7.301,13.333,89.77,25.380
2023-01-02T07:30,-99.9,-99.9,-99.9,-99.9,86.43,25.380
2023-01-02T08:00,-99.9,-99.9,-99.9,-99.9,87.57,25.380
2023-01-02T08:30,-99.9,-99.9,-99.9,-99.9,90.65,25.420
2023-01-02T09:00,-99.9,-99.9,-99.9,-99.9,87.49,25.380
2023-01-02T09:30,-99.9,-99.9,-99.9,-99.9,89.24,25.420
2023-01-02T10:00,-99.9,-99.9,-99.9,-99.9,81.07,25.470
2023-01-02T10:30,-99.9,-99.9,-99.9,-99.9,85.20,25.420
2023-01-02T11:00,-99.9,-99.9,-99.9,-99.9,75.35,25.470
2023-01-02T11:30,-99.9,-99.9,-99.9,-99.9,86.08,25.470
2023-01-02T12:00,-99.9,-99.9,-99.9,-99.9,86.52,25.470
2023-01-02T12:30,-99.9,-99.9,-99.9,-99.9,90.74,25.560
2023-01-02T13:00,-99.9,-99.9,-99.9,-99.9,96.01,25.560
2023-01-02T13:30,-99.9,-99.9,-99.9,-99.9,88.89,25.660
2023-01-02T14:00,-99.9,-99.9,-99.9,-99.9,89.95,25.750
2023-01-02T14:30,-99.9,-99.9,-99.9,-99.9,88.36,25.800
2023-01-02T15:00,-99.9,-99.9,-99.9,-99.9,85.64,25.840
2023-01-02T15:30,-99.9,-99.9,-99.9,-99.9,85.20,25.840
2023-01-02T16:00,-99.9,-99.9,-99.9,-99.9,91.62,25.840
2023-01-02T16:30,-99.9,-99.9,-99.9,-99.9,87.49,25.840
2023-01-02T17:00,2.227,3.753,7.432,12.500,91.97,25.890
2023-01-02T17:30,2.122,4.298,6.946,12.500,87.84,25.890
2023-01-02T18:00,2.055,3.261,6.986,10.526,83.27,25.890
2023-01-02T18:30,1.964,4.177,6.723,11.765,93.38,26.030
2023-01-02T19:00,2.272,3.650,7.177,10.526,89.16,25.990
2023-01-02T19:30,2.173,3.639,6.973,12.500,87.31,25.940
2023-01-02T20:00,2.259,3.198,7.134,11.111,90.56,25.890
2023-01-02T20:30,2.180,3.454,7.056,12.500,88.98,25.840
2023-01-02T21:00,2.232,3.719,6.969,12.500,89.86,25.800
2023-01-02T21:30,2.213,3.513,7.142,11.765,88.63,25.750
2023-01-02T22:00,2.030,3.266,6.657,11.765,89.68,25.700
2023-01-02T22:30,2.225,3.832,6.912,12.500,77.64,25.660
2023-01-02T23:00,2.140,3.239,7.040,11.765,97.51,25.610
2023-01-02T23:30,2.258,3.611,7.204,11.765,93.90,25.610
2023-01-03T00:00,2.139,3.486,7.166,11.765,96.54,25.610
2023-01-03T00:30,2.257,3.841,6.963,12.500,101.20,25.610
2023-01-03T01:00,2.222,3.450,7.641,11.111,99.18,25.610
2023-01-03T01:30,2.041,3.536,7.143,11.111,101.46,25.610
2023-01-03T02:00,2.244,3.607,7.748,10.526,104.28,25.700
2023-01-03T02:30,2.289,4.220,8.076,12.500,94.96,25.660
2023-01-03T03:00,2.189,3.422,7.756,12.500,101.82,25.660
2023-01-03T03:30,1.941,2.928,7.239,11.765,97.60,25.660
2023-01-03T04:00,1.957,2.892,7.260,10.000,93.73,25.750
2023-01-03T04:30,2.134,3.335,7.371,11.765,88.19,25.750
2023-01-03T05:00,1.925,3.283,7.227,10.000,105.86,25.700
2023-01-03T05:30,1.992,2.784,7.339,11.111,94.08,25.700
2023-01-03T06:00,2.108,4.359,7.534,12.500,103.05,25.700
2023-01-03T06:30,2.052,3.291,7.640,12.500,98.04,25.700
2023-01-03T07:00,2.087,3.949,7.847,12.500,96.36,25.660
2023-01-03T07:30,2.063,3.946,7.575,10.000,93.20,25.660
2023-01-03T08:00,1.901,3.057,7.934,10.526,97.95,25.700
2023-01-03T08:30,2.027,3.384,8.191,12.500,91.62,25.700
2023-01-03T09:00,2.002,3.179,8.399,11.765,98.39,25.700
2023-01-03T09:30,1.823,3.090,8.042,12.500,96.45,25.750
2023-01-03T10:00,1.978,2.957,8.461,11.765,87.22,25.800
2023-01-03T10:30,1.831,3.462,7.797,11.765,99.71,25.890
2023-01-03T11:00,1.884,3.021,7.804,11.111,92.94,26.030
2023-01-03T11:30,2.012,3.115,8.866,11.111,93.02,26.080
2023-01-03T12:00,1.829,2.715,8.815,10.526,88.54,26.460
2023-01-03T12:30,1.838,2.804,8.333,11.765,99.09,26.790
2023-01-03T13:00,1.765,2.918,8.592,12.500,90.56,26.980
2023-01-03T13:30,1.770,3.053,8.294,11.111,96.36,26.740
2023-01-03T14:00,1.921,3.185,8.521,10.000,97.33,27.030
2023-01-03T14:30,1.754,2.961,8.304,11.765,98.39,26.360
2023-01-03T15:00,1.778,2.728,8.085,12.500,102.17,26.270
2023-01-03T15:30,1.921,3.307,8.083,11.765,92.94,26.510
2023-01-03T16:00,1.877,2.870,8.301,9.524,93.82,26.360
2023-01-03T16:30,2.144,3.797,8.514,11.765,93.82,26.360
2023-01-03T17:00,1.781,3.675,7.906,11.111,97.60,26.270
2023-01-03T17:30,1.983,3.119,8.418,11.111,90.04,26.270
2023-01-03T18:00,2.110,3.198,8.283,11.765,96.10,26.270
2023-01-03T18:30,1.940,3.181,8.237,11.765,101.90,26.170
2023-01-03T19:00,2.037,3.037,8.355,11.765,95.49,26.220
2023-01-03T19:30,1.983,2.958,7.630,11.111,105.42,26.170
2023-01-03T20:00,1.821,2.852,7.569,10.000,100.23,26.130
2023-01-03T20:30,2.046,3.552,7.985,11.111,92.41,25.990
2023-01-03T21:00,1.984,3.377,7.551,12.500,90.12,25.990
2023-01-03T21:30,1.926,2.889,7.859,11.111,92.06,25.890
2023-01-03T22:00,2.088,3.441,8.214,12.500,101.73,26.030
2023-01-03T22:30,1.858,2.984,7.809,12.500,98.91,26.080
2023-01-03T23:00,1.841,2.773,7.183,11.765,95.13,26.080
2023-01-03T23:30,1.892,2.863,8.073,10.526,102.69,25.990
2023-01-04T00:00,1.871,2.853,7.635,12.500,106.39,25.990
2023-01-04T00:30,2.018,3.391,7.762,11.765,102.87,25.990
2023-01-04T01:00,2.147,3.571,8.366,11.765,100.14,25.990
2023-01-04T01:30,2.080,3.348,8.015,11.765,105.07,26.030
2023-01-04T02:00,1.984,3.212,7.812,12.500,104.45,25.990
2023-01-04T02:30,1.976,2.751,7.738,12.500,101.38,25.990
2023-01-04T03:00,2.018,3.072,7.899,12.500,103.31,25.990
2023-01-04T03:30,2.240,3.212,8.287,11.765,105.51,25.990
2023-01-04T04:00,1.965,3.034,7.826,11.111,104.80,25.940
2023-01-04T04:30,2.094,4.202,8.671,11.765,105.77,25.990
2023-01-04T05:00,2.003,3.362,7.561,11.765,103.57,25.940
2023-01-04T05:30,2.039,3.320,8.032,11.111,104.98,25.890
2023-01-04T06:00,1.991,3.641,7.622,11.111,99.53,25.890
2023-01-04T06:30,2.068,3.560,7.538,12.500,106.30,25.840
2023-01-04T07:00,2.258,4.085,7.799,13.333,109.38,25.840
2023-01-04T07:30,2.056,3.161,7.219,13.333,101.82,25.800
2023-01-04T08:00,1.967,3.080,7.347,12.500,111.75,25.840
2023-01-04T08:30,1.955,3.272,8.082,13.333,108.85,25.840
2023-01-04T09:00,1.858,2.864,7.152,11.765,108.85,25.940
2023-01-04T09:30,1.881,3.225,7.308,12.500,110.52,26.030
2023-01-04T10:00,2.018,3.006,8.380,12.500,109.29,26.130
2023-01-04T10:30,1.780,3.496,7.525,12.500,109.73,26.080
2023-01-04T11:00,1.899,2.871,7.760,12.500,119.57,25.990
2023-01-04T11:30,1.992,3.388,8.040,11.765,113.24,26.130
2023-01-04T12:00,1.728,3.417,7.107,11.765,114.39,26.170
2023-01-04T12:30,1.789,2.857,6.826,11.765,111.66,26.170
2023-01-04T13:00,1.940,3.220,7.251,12.500,111.31,26.220
2023-01-04T13:30,1.738,2.596,7.197,11.111,108.06,26.270
2023-01-04T14:00,1.716,3.095,6.883,11.765,108.32,26.320
2023-01-04T14:30,1.758,2.865,6.852,10.000,107.18,26.360
2023-01-04T15:00,1.864,3.638,6.957,11.111,113.77,26.270
2023-01-04T15:30,1.706,2.719,6.873,11.111,112.45,26.270
2023-01-04T16:00,1.749,2.916,6.337,11.765,116.32,26.270
2023-01-04T16:30,1.670,2.684,5.980,11.765,114.04,26.270
2023-01-04T17:00,1.772,2.792,6.473,9.524,113.24,26.320
2023-01-04T17:30,1.803,2.896,6.561,11.765,118.69,26.320
2023-01-04T18:00,1.762,2.730,6.121,12.500,108.14,26.320
2023-01-04T18:30,1.769,2.678,5.936,10.526,123.18,26.270
2023-01-04T19:00,1.885,3.477,6.091,11.765,117.20,26.220
2023-01-04T19:30,1.956,3.092,6.357,10.526,110.69,26.220
2023-01-04T20:00,1.996,3.414,6.073,9.524,115.53,26.220
2023-01-04T20:30,1.823,3.175,5.766,11.111,112.54,26.170
2023-01-04T21:00,1.911,3.161,6.236,11.765,112.98,26.130
2023-01-04T21:30,2.098,3.493,6.620,10.526,113.42,26.130
2023-01-04T22:00,2.021,3.918,6.152,8.696,119.84,26.080
2023-01-04T22:30,1.982,3.148,5.899,10.526,107.35,26.030
2023-01-04T23:00,1.937,3.856,6.117,11.111,110.52,26.080
2023-01-04T23:30,1.959,3.427,5.703,11.111,97.86,26.080
2023-01-05T00:00,1.865,3.056,5.553,11.765,106.21,26.080
2023-01-05T00:30,1.821,3.860,5.347,11.765,108.76,26.080
2023-01-05T01:00,1.760,2.827,5.410,11.765,108.06,26.130
2023-01-05T01:30,1.786,3.116,5.775,10.526,107.79,26.130
2023-01-05T02:00,1.619,2.609,5.141,11.765,110.61,26.170
2023-01-05T02:30,1.600,2.744,4.960,11.765,112.19,26.220
2023-01-05T03:00,1.518,2.793,4.971,11.111,105.86,26.170
2023-01-05T03:30,1.513,2.897,5.134,11.111,108.76,26.130
2023-01-05T04:00,1.548,2.827,5.482,11.111,110.25,26.130
2023-01-05T04:30,1.618,3.159,6.160,11.111,112.28,26.030
2023-01-05T05:00,1.532,2.665,6.049,11.111,96.72,26.030
2023-01-05T05:30,1.589,2.932,6.850,11.765,99.00,25.990
2023-01-05T06:00,1.450,2.442,6.539,11.111,109.38,25.990
2023-01-05T06:30,1.472,2.026,7.068,11.111,108.06,25.990
2023-01-05T07:00,1.562,2.688,7.375,11.111,100.76,25.940
2023-01-05T07:30,1.431,2.122,6.960,10.526,103.57,25.940
2023-01-05T08:00,1.562,2.914,7.490,10.526,104.45,25.940
2023-01-05T08:30,1.571,2.533,7.364,10.526,113.16,25.940
2023-01-05T09:00,1.465,2.266,6.853,10.526,98.30,25.940
2023-01-05T09:30,1.523,2.722,7.394,9.524,100.85,25.940
2023-01-05T10:00,1.499,2.378,7.420,9.524,110.25,25.940
2023-01-05T10:30,1.494,2.537,7.587,10.526,108.23,25.890
2023-01-05T11:00,1.496,2.492,7.694,10.526,112.72,25.890
2023-01-05T11:30,1.429,2.130,7.508,11.111,107.00,25.840
2023-01-05T12:00,1.587,3.097,7.708,11.111,112.45,25.840
2023-01-05T12:30,1.499,2.387,7.356,11.111,110.34,25.840
2023-01-05T13:00,1.441,2.595,7.269,10.526,109.82,25.890
2023-01-05T13:30,1.548,2.485,7.619,11.111,109.82,25.940
2023-01-05T14:00,1.399,2.283,7.497,10.000,108.58,25.940
2023-01-05T14:30,1.426,2.354,7.342,11.111,114.65,25.940
2023-01-05T15:00,1.389,2.233,7.064,10.000,117.64,25.940
2023-01-05T15:30,1.418,2.279,7.601,10.526,110.43,25.890
2023-01-05T16:00,1.455,2.364,7.515,11.111,105.42,25.890
2023-01-05T16:30,1.401,2.548,7.212,10.000,113.60,25.940
2023-01-05T17:00,1.452,2.327,7.318,11.111,110.87,25.940
2023-01-05T17:30,1.424,2.118,7.241,10.000,105.51,25.840
2023-01-05T18:00,1.281,1.940,6.856,11.111,110.69,25.840
2023-01-05T18:30,1.423,2.260,7.223,10.000,109.38,25.840
2023-01-05T19:00,1.376,2.846,6.948,11.111,108.50,25.890
2023-01-05T19:30,1.397,2.062,6.842,9.524,105.95,25.890
2023-01-05T20:00,1.335,2.012,6.684,10.526,114.74,25.800
2023-01-05T20:30,1.293,2.198,6.297,11.111,118.34,25.750
2023-01-05T21:00,1.470,2.385,6.049,9.524,116.14,25.610
2023-01-05T21:30,1.668,2.678,5.995,11.111,109.55,25.470
2023-01-05T22:00,1.733,2.854,5.759,5.556,173.11,25.470
2023-01-05T22:30,1.855,3.158,5.963,5.882,170.83,25.470
2023-01-05T23:00,1.897,3.049,5.648,6.250,171.79,25.470
2023-01-05T23:30,2.144,4.243,5.882,6.452,181.02,25.420
2023-01-06T00:00,2.037,3.805,5.529,6.667,166.69,25.520
2023-01-06T00:30,2.034,3.241,5.533,6.452,171.53,25.520
2023-01-06T01:00,2.114,3.715,5.573,6.897,169.42,25.520
2023-01-06T01:30,2.221,3.859,5.910,7.143,166.08,25.470
2023-01-06T02:00,2.379,3.693,5.881,7.143,168.54,25.470
2023-01-06T02:30,2.377,4.450,5.703,6.897,174.87,25.470
2023-01-06T03:00,2.351,3.747,5.724,6.250,178.21,25.470
2023-01-06T03:30,2.428,3.962,5.786,7.407,163.71,25.420
2023-01-06T04:00,2.513,4.256,5.884,6.452,156.94,25.380
2023-01-06T04:30,2.587,3.995,5.969,8.696,169.33,25.280
2023-01-06T05:00,2.765,4.757,6.210,9.524,169.07,25.280
2023-01-06T05:30,3.114,4.553,6.586,9.524,168.80,25.380
2023-01-06T06:00,2.946,5.325,6.586,9.524,171.18,25.380
2023-01-06T06:30,2.998,5.936,6.605,9.524,171.62,25.420
2023-01-06T07:00,3.149,5.186,6.914,9.524,178.39,25.470
2023-01-06T07:30,3.189,5.680,6.934,9.524,176.28,25.520
2023-01-06T08:00,3.252,5.674,6.742,10.000,173.55,25.560
2023-01-06T08:30,3.156,5.256,6.499,9.524,173.55,25.610
2023-01-06T09:00,2.897,5.327,6.819,9.524,181.55,25.610
2023-01-06T09:30,2.788,5.272,6.589,8.333,177.42,25.610
2023-01-06T10:00,2.632,5.441,6.407,8.333,179.18,25.660
2023-01-06T10:30,2.729,4.653,6.561,8.333,175.05,25.660
2023-01-06T11:00,2.636,4.527,6.272,8.000,176.54,25.700
2023-01-06T11:30,2.747,4.592,6.397,8.696,176.19,25.750
2023-01-06T12:00,2.800,4.372,6.348,8.696,177.51,25.750
2023-01-06T12:30,2.922,4.878,6.645,8.696,180.76,25.800
2023-01-06T13:00,2.962,4.963,6.598,8.000,180.50,25.800
2023-01-06T13:30,2.933,4.666,6.514,7.692,172.94,25.800
2023-01-06T14:00,2.797,5.203,6.236,8.333,167.66,25.840
2023-01-06T14:30,3.135,5.357,6.760,8.000,174.08,25.800
2023-01-06T15:00,3.065,6.044,6.739,7.692,174.78,25.800
2023-01-06T15:30,3.093,5.155,6.654,8.000,173.90,25.840
2023-01-06T16:00,3.293,6.219,7.205,8.333,186.74,25.840
2023-01-06T16:30,3.126,5.448,6.707,8.000,177.16,25.840
2023-01-06T17:00,3.259,4.531,6.801,8.000,180.14,25.800
2023-01-06T17:30,3.075,5.283,6.678,8.333,179.27,25.800
2023-01-06T18:00,3.110,5.464,6.751,8.000,179.71,25.750
2023-01-06T18:30,2.829,5.307,6.632,8.333,176.54,25.750
2023-01-06T19:00,3.078,5.191,6.912,10.000,166.96,25.750
2023-01-06T19:30,2.863,5.607,6.658,8.333,171.00,25.750
2023-01-06T20:00,2.884,4.713,6.913,10.000,161.86,25.750
2023-01-06T20:30,2.917,5.892,6.587,10.000,164.94,25.700
2023-01-06T21:00,2.848,5.107,6.447,10.000,168.54,25.700
2023-01-06T21:30,2.773,4.595,6.486,10.000,163.97,25.700
2023-01-06T22:00,2.605,3.867,6.483,9.524,170.04,25.700
2023-01-06T22:30,2.591,3.561,6.031,7.143,172.67,25.660
2023-01-06T23:00,2.503,4.261,6.056,10.000,169.24,25.660
2023-01-06T23:30,2.414,3.635,6.111,10.000,165.02,25.660
2023-01-07T00:00,2.437,3.722,6.127,9.524,165.99,25.610
2023-01-07T00:30,2.465,4.091,6.057,9.524,164.41,25.610
2023-01-07T01:00,2.309,3.252,5.863,10.526,153.07,25.610
2023-01-07T01:30,2.353,4.384,5.779,10.000,163.44,25.610
2023-01-07T02:00,2.278,3.610,5.929,10.000,148.41,25.610
2023-01-07T02:30,2.152,3.711,5.789,10.000,153.07,25.560
2023-01-07T03:00,2.342,4.337,5.997,9.524,162.12,25.560
2023-01-07T03:30,2.223,4.115,5.893,10.000,155.00,25.560
2023-01-07T04:00,2.243,4.003,6.029,10.000,153.68,25.560
2023-01-07T04:30,2.144,3.709,5.950,10.000,162.04,25.560
2023-01-07T05:00,2.199,3.935,6.019,10.000,168.54,25.520
2023-01-07T05:30,2.258,3.902,5.928,10.000,161.60,25.520
2023-01-07T06:00,2.299,5.046,5.826,10.000,150.08,25.520
2023-01-07T06:30,2.329,3.511,6.193,9.524,157.20,25.520
2023-01-07T07:00,2.286,3.497,6.207,9.091,164.32,25.520
2023-01-07T07:30,2.258,4.098,6.119,10.526,162.91,25.520
2023-01-07T08:00,2.436,3.657,6.255,10.000,155.53,25.560
2023-01-07T08:30,2.293,3.725,6.251,10.000,160.36,25.560
2023-01-07T09:00,2.206,3.731,6.415,10.000,162.56,25.560
2023-01-07T09:30,2.287,3.530,6.219,10.000,151.66,25.610
2023-01-07T10:00,2.373,4.131,6.530,10.526,149.02,25.610
2023-01-07T10:30,2.075,3.091,6.185,10.000,156.58,25.610
2023-01-07T11:00,2.087,3.370,5.929,9.524,160.72,25.660
2023-01-07T11:30,2.137,3.625,6.276,9.524,157.20,25.660
2023-01-07T12:00,2.210,3.793,6.272,7.143,165.73,25.660
2023-01-07T12:30,2.182,3.955,6.227,10.000,164.23,25.660
2023-01-07T13:00,2.139,3.957,6.275,10.526,157.73,25.700
2023-01-07T13:30,2.115,3.869,6.213,9.524,162.91,25.750
2023-01-07T14:00,2.077,3.014,5.998,10.000,152.89,25.750
2023-01-07T14:30,2.195,3.341,6.249,10.526,159.49,25.750
2023-01-07T15:00,2.107,3.112,6.001,10.000,152.63,25.750
2023-01-07T15:30,2.028,3.299,5.886,8.696,155.71,25.750
2023-01-07T16:00,2.051,3.367,5.969,9.524,156.23,25.750
2023-01-07T16:30,2.147,3.481,5.743,10.000,156.85,25.750
2023-01-07T17:00,2.334,3.721,6.239,10.526,162.04,25.750
2023-01-07T17:30,2.203,3.956,5.908,10.526,165.99,25.700
2023-01-07T18:00,2.320,3.453,5.799,6.452,165.46,25.700
2023-01-07T18:30,2.393,4.479,6.119,6.897,168.28,25.700
2023-01-07T19:00,2.365,3.891,6.022,6.667,163.88,25.660
2023-01-07T19:30,2.453,4.205,5.808,6.897,167.31,25.610
2023-01-07T20:00,2.591,4.113,6.184,6.250,164.23,25.610
2023-01-07T20:30,2.590,4.480,6.115,10.526,156.94,25.470
2023-01-07T21:00,2.294,4.109,5.753,10.000,160.10,25.420
2023-01-07T21:30,2.417,3.984,6.059,10.526,163.18,25.420
2023-01-07T22:00,2.180,3.710,5.816,9.524,147.53,25.610
2023-01-07T22:30,2.090,3.463,5.477,10.000,143.40,25.560
2023-01-07T23:00,2.091,3.784,5.437,6.250,148.32,25.610
2023-01-07T23:30,2.220,3.388,5.689,9.524,150.69,25.610
2023-01-08T00:00,2.132,3.654,5.219,6.667,151.49,25.560
2023-01-08T00:30,2.304,3.327,5.744,6.452,165.73,25.560
2023-01-08T01:00,2.312,3.950,5.496,6.250,161.33,25.560
2023-01-08T01:30,2.160,3.507,5.430,6.897,141.20,25.610
2023-01-08T02:00,2.210,3.399,5.489,10.000,153.60,25.610
2023-01-08T02:30,2.138,3.949,5.635,8.696,147.53,25.610
2023-01-08T03:00,2.073,3.815,5.443,10.000,145.68,25.610
2023-01-08T03:30,2.140,3.730,5.323,10.000,138.39,25.560
2023-01-08T04:00,2.217,3.432,5.893,10.000,155.62,25.560
2023-01-08T04:30,2.320,3.864,5.984,10.000,142.43,25.560
2023-01-08T05:00,2.151,3.733,5.331,9.091,148.58,25.560
2023-01-08T05:30,2.088,3.195,5.522,10.000,142.78,25.560
2023-01-08T06:00,2.091,3.456,5.496,10.000,164.94,25.560
2023-01-08T06:30,2.181,3.305,5.655,10.000,136.98,25.560
2023-01-08T07:00,2.144,3.638,5.805,10.000,137.24,25.560
2023-01-08T07:30,2.106,3.197,5.669,10.000,139.88,25.560
2023-01-08T08:00,2.197,3.520,5.848,10.526,157.99,25.560
2023-01-08T08:30,2.282,3.427,6.429,10.000,141.20,25.560
2023-01-08T09:00,2.180,4.023,5.833,9.524,153.07,25.560
2023-01-08T09:30,2.119,3.414,5.902,9.524,157.99,25.610
2023-01-08T10:00,2.158,3.823,6.227,10.000,162.47,25.610
2023-01-08T10:30,2.121,3.713,6.049,9.524,147.97,25.660
2023-01-08T11:00,2.214,3.505,6.284,9.524,132.94,25.660
2023-01-08T11:30,2.015,3.535,5.835,11.111,160.28,25.660
2023-01-08T12:00,2.028,3.847,5.837,10.000,148.41,25.750
2023-01-08T12:30,2.036,3.477,6.184,9.091,162.12,25.750
2023-01-08T13:00,2.170,3.305,6.404,10.000,133.55,25.800
2023-01-08T13:30,2.049,3.595,5.718,6.061,155.09,25.840
2023-01-08T14:00,1.997,3.581,5.720,10.000,144.36,25.840
2023-01-08T14:30,1.982,3.487,6.047,10.526,129.86,25.840
2023-01-08T15:00,1.898,2.975,5.597,6.667,135.31,25.840
2023-01-08T15:30,1.982,4.049,5.761,9.524,161.33,25.840
2023-01-08T16:00,1.928,3.236,5.777,9.524,153.07,25.840
2023-01-08T16:30,1.994,3.197,5.828,9.091,161.42,25.840
2023-01-08T17:00,1.952,3.180,5.933,9.091,152.19,25.890
2023-01-08T17:30,1.906,2.991,5.946,10.526,135.49,25.840
2023-01-08T18:00,1.843,3.486,5.673,9.091,160.36,25.840
2023-01-08T18:30,1.909,2.909,5.741,9.524,155.97,25.840
2023-01-08T19:00,1.882,2.843,5.981,10.000,152.80,25.840
2023-01-08T19:30,1.875,3.529,5.915,9.091,167.57,25.700
2023-01-08T20:00,2.001,3.409,5.888,9.091,162.65,25.750
2023-01-08T20:30,1.889,3.131,5.775,9.524,152.36,25.750
2023-01-08T21:00,1.949,3.623,6.067,9.091,152.36,25.750
2023-01-08T21:30,1.728,3.272,5.635,8.696,154.39,25.660
2023-01-08T22:00,1.812,2.983,5.508,9.524,138.83,25.660
2023-01-08T22:30,1.821,2.890,5.806,9.091,154.91,25.660
2023-01-08T23:00,1.816,3.115,5.596,9.524,130.91,25.660
2023-01-08T23:30,1.850,3.128,5.583,10.000,130.91,25.660
2023-01-09T00:00,1.753,2.732,5.586,9.091,130.91,25.610
2023-01-09T00:30,1.732,2.533,6.019,8.696,137.60,25.610
2023-01-09T01:00,1.917,2.977,5.831,10.000,123.44,25.610
2023-01-09T01:30,1.769,2.647,5.725,9.524,153.33,25.610
2023-01-09T02:00,2.010,3.790,5.929,9.091,143.66,25.610
2023-01-09T02:30,1.821,3.451,5.815,8.000,156.76,25.610
2023-01-09T03:00,1.923,3.301,5.875,8.696,115.79,25.610
2023-01-09T03:30,2.055,3.437,6.243,9.091,148.94,25.660
2023-01-09T04:00,2.183,3.276,6.473,9.091,160.63,25.700
